,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,title,authors,n_citation,doi,url,pdf,conf,fos,year,pool,topic,labels
63,63,63,63,1284.0,Equilibria in heterogeneous nonmonotonic multi-context systems,Gerhard BrewkaThomas Eiter ; ,174,,,,National Conference on Artificial Intelligence,Information flow (information theory)=0.45795 ; Monotonic function=0.49698 ; Homogeneous=0.0 ; Computer science=0.44121 ; Artificial intelligence=0.4526 ; ,2007,C,AI,ml
64,64,64,64,1299.0,Deriving a large scale taxonomy from Wikipedia,Simone Paolo PonzettoMichael Strube ; ,395,,,,National Conference on Artificial Intelligence,Ontology (information science)=0.55379 ; Semantic similarity=0.63725 ; Information retrieval=0.4785 ; Computer science=0.45123 ; Benchmarking=0.4979 ; ,2007,C,None,ml
65,65,65,65,1311.0,Collaborative interface agents,Yezdi LashkariMax Metral ; Pattie Maes ; ,408,,,,National Conference on Artificial Intelligence,Scratch=0.4313 ; Embodied agent=0.6448 ; Computer science=0.4525 ; Human–computer interaction=0.48141 ; Multimedia=0.46605 ; ,1994,C,None,ml
66,66,66,66,1364.0,Generalized plan recognition,Henry A. KautzJames F. Allen ; ,407,,,,National Conference on Artificial Intelligence,Commit=0.54013 ; Computer science=0.46114 ; Action theory (philosophy)=0.5108 ; Circumscription=0.56986 ; Artificial intelligence=0.46605 ; Plan recognition=0.0 ; ,1986,C,AI,ml
67,67,67,67,1385.0,Russian doll search for solving constraint optimization problems,Gérard VerfaillieMichel Lemaître ; Thomas Schiex ; ,136,,,,National Conference on Artificial Intelligence,Search algorithm=0.60828 ; Upper and lower bounds=0.50608 ; Computer science=0.44294 ; Scheduling (computing)=0.46742 ; Artificial intelligence=0.0 ; Constraint satisfaction=0.60184 ; Branch and bound=0.60598 ; Mathematical optimization=0.47017 ; Depth-first search=0.56436 ; Binary tree=0.49679 ; Algorithm=0.456 ; Look-ahead=0.49137 ; Machine learning=0.4345 ; ,1996,C,ML,mo
68,68,68,68,1425.0,Complexity of K-tree structured constraint satisfaction problems,Eugene C. Freuder,175,,,,National Conference on Artificial Intelligence,Local consistency=0.62264 ; Mathematical optimization=0.45687 ; Computer science=0.43978 ; Constraint graph=0.61995 ; Constraint satisfaction problem=0.64381 ; Complexity of constraint satisfaction=0.68283 ; Constraint satisfaction dual problem=0.66727 ; Backtracking=0.64593 ; Constraint logic programming=0.60806 ; Hybrid algorithm (constraint satisfaction)=0.65167 ; ,1990,C,None,mo
69,69,69,69,1484.0,On the importance of initialization and momentum in deep learning,Ilya SutskeverJames Martens ; George Dahl ; Geoffrey Hinton ; ,1462,,,,International Conference on Machine Learning,Stochastic gradient descent=0.60592 ; Curvature=0.43347 ; Computer science=0.42246 ; Recurrent neural network=0.58985 ; Artificial intelligence=0.0 ; Momentum=0.47915 ; Initialization=0.58929 ; Deep learning=0.58453 ; Machine learning=0.44278 ; ,2013,A,ML,ml
70,70,70,70,1493.0,GBB: a generic blackboard development system,Daniel D. CorkillKevin Q. Gallagher ; Kelly E. Murray ; ,103,,,,National Conference on Artificial Intelligence,Kernel (linear algebra)=0.43884 ; Programming language=0.46532 ; Computer science=0.45926 ; Blackboard system=0.77281 ; Theoretical computer science=0.45097 ; Artificial intelligence=0.0 ; Pattern matching=0.47239 ; Machine learning=0.44614 ; ,1986,C,ML,ml
71,71,71,71,1496.0,Comparative experiments on sentiment classification for online product reviews,Hang CuiVibhu Mittal ; Mayur Datar ; ,228,,,,National Conference on Artificial Intelligence,Automatic summarization=0.7166 ; Text mining=0.49026 ; Ranking=0.50866 ; Expression (mathematics)=0.47797 ; Information retrieval=0.47741 ; Computer science=0.45096 ; Document summarization=0.0 ; Product reviews=0.0 ; ,2006,C,ML,ml
72,72,72,72,1506.0,Detecting spam blogs: a machine learning approach,Pranam KolariAkshay Java ; Tim Finin ; Tim Oates ; Anupam Joshi ; ,109,10.13016/M27M0444D,,,National Conference on Artificial Intelligence,PageRank=0.5156 ; World Wide Web=0.4538 ; Social media=0.4581 ; Search engine=0.41753 ; Computer science=0.42298 ; Support vector machine=0.42925 ; Artificial intelligence=0.0 ; Blogosphere=0.59189 ; Spam blog=0.64566 ; Machine learning=0.43212 ; Spamdexing=0.59119 ; The Internet=0.48715 ; ,2006,C,ML,ml
73,73,73,73,1508.0,Diagnosis based on description of structure and function,Randall DavisHoward Shrobe ; Walter Hamscher ; Karen Wieckert ; Mark Shirley ; Steve Polit ; ,104,,,,National Conference on Artificial Intelligence,Troubleshooting=0.66025 ; Digital electronics=0.45003 ; Describing function=0.49364 ; Structure and function=0.0 ; Computer science=0.47645 ; Expert system=0.531 ; Artificial intelligence=0.46887 ; Machine learning=0.46602 ; Fault model=0.50946 ; Debugging=0.51038 ; ,1982,C,AI,ml
74,74,74,74,1509.0,An investigation into reactive planning in complex domains,R. James Firby,441,,,,National Conference on Artificial Intelligence,Computer science=0.46123 ; Reactive planning=0.67501 ; Execution time=0.0 ; Artificial intelligence=0.46069 ; Strategic planning=0.52628 ; ,1987,C,AI,ml
75,75,75,75,1527.0,Active Learning with Committees for Text Categorization,Ray LierePrasad Tadepalli ; ,134,,,,National Conference on Artificial Intelligence,Semi-supervised learning=0.67698 ; Active learning=0.65423 ; Active learning (machine learning)=0.66874 ; Computer science=0.44885 ; Supervised learning=0.62765 ; Artificial intelligence=0.0 ; Winnow=0.6845 ; Text categorization=0.0 ; Machine learning=0.4704 ; ,1997,C,ML,ml
76,76,76,76,1534.0,Estimating the absolute position of a mobile robot using position probability grids,Wolfram BurgardDieter Fox ; Daniel Hennig ; Timo Schmidt ; ,366,,,,National Conference on Artificial Intelligence,Computer vision=0.46071 ; Computer science=0.43816 ; Artificial intelligence=0.0 ; Mobile robot navigation=0.59729 ; Robot=0.51299 ; Monte Carlo localization=0.6238 ; Machine learning=0.44562 ; Grid=0.52509 ; Kidnapped robot problem=0.59015 ; Mobile robot=0.60735 ; Bayesian probability=0.48328 ; ,1996,C,AI,ml
77,77,77,77,1546.0,Uncertainty in preference elicitation and aggregation,Toby Walsh,134,,,,National Conference on Artificial Intelligence,Aggregation problem=0.5354 ; Preference elicitation=0.59065 ; Voting=0.5269 ; Computer science=0.44699 ; Artificial intelligence=0.0 ; Machine learning=0.45009 ; Computational complexity theory=0.48044 ; ,2007,C,ML,ml
78,78,78,78,1583.0,Unsupervised Learning Using MML.,Jonathan J. OliverRohan A. Baxter ; Chris S. Wallace ; ,116,,,,International Conference on Machine Learning,Empirical comparison=0.0 ; Semi-supervised learning=0.41063 ; Pattern recognition=0.33303 ; Computer science=0.31839 ; Unsupervised learning=0.39776 ; Artificial intelligence=0.0 ; Machine learning=0.32411 ; ,1996,A,ML,ml
79,79,79,79,1592.0,QUONTO: querying ontologies,Andrea AcciarriDiego Calvanese ; Giuseppe De Giacomo ; Domenico Lembo ; Maurizio Lenzerini ; Mattia Palmieri ; Riccardo Rosati ; ,151,,,,National Conference on Artificial Intelligence,Ontology (information science)=0.58755 ; Ontology=0.52226 ; Conceptual model=0.48997 ; Computer science=0.45768 ; Semantic Web=0.53599 ; Description logic=0.58791 ; Theoretical computer science=0.45863 ; Artificial intelligence=0.0 ; Knowledge base=0.51005 ; Time complexity=0.48996 ; Machine learning=0.44794 ; Ontology language=0.59588 ; ,2005,C,ML,ml
80,80,80,80,1597.0,Learning graphical model structure using L1-regularization paths,Mark SchmidtAlexandru Niculescu-Mizil ; Kevin Murphy ; ,144,,,,National Conference on Artificial Intelligence,Mathematical optimization=0.46696 ; Search algorithm=0.57071 ; Feature selection=0.57725 ; Computer science=0.46093 ; Regularization (mathematics)=0.49545 ; Markov blanket=0.59517 ; Artificial intelligence=0.47545 ; Graphical model=0.63731 ; Machine learning=0.47409 ; ,2007,C,ML,mo
81,81,81,81,1608.0,A unified cognitive architecture for physical agents,Pat LangleyDongkyu Choi ; ,118,,,,National Conference on Artificial Intelligence,Cognitive robotics=0.57723 ; Architecture=0.46623 ; Computer science=0.43099 ; Cognitive science=0.46904 ; Hot cognition=0.52466 ; Artificial intelligence=0.43611 ; Cognitive model=0.63745 ; Cognitive architecture=0.62016 ; Cognition=0.51596 ; Social cognition=0.53868 ; LIDA=0.61602 ; Machine learning=0.42413 ; ,2006,C,AI,ml
82,82,82,82,1637.0,On generalized interval calculi,Gérard Ligozat,100,,,,National Conference on Artificial Intelligence,Discrete mathematics=0.47783 ; Local consistency=0.48603 ; Mathematical optimization=0.42379 ; Algebraic number=0.5145 ; Distributive lattice=0.53001 ; Algebraic structure=0.55124 ; Computer science=0.39787 ; Regular polygon=0.48045 ; Artificial intelligence=0.40395 ; Algebraic operation=0.56632 ; ,1991,C,AI,mo
83,83,83,83,1673.0,Linking social networks on the web with FOAF: a semantic web case study,Jennifer GolbeckMatthew Rothstein ; ,118,,,,National Conference on Artificial Intelligence,World Wide Web=0.47222 ; FOAF=0.81431 ; Web intelligence=0.62203 ; Semantic Web Stack=0.70454 ; Computer science=0.43641 ; Data Web=0.66298 ; Semantic Web=0.67779 ; Semantic analytics=0.62469 ; Web modeling=0.62309 ; Social Semantic Web=0.7246 ; ,2008,C,None,ml
84,84,84,84,1703.0,Controversial users demand local trust metrics: an experimental study on Epinions.com community,Paolo MassaPaolo Avesani ; ,286,,,,National Conference on Artificial Intelligence,Quality Score=0.45765 ; World Wide Web=0.46436 ; Computer science=0.45501 ; Trustworthiness=0.0 ; ,2005,C,None,ml
85,85,85,85,1710.0,Reinforcement learning with human teachers: evidence of feedback and guidance with implications for learning performance,Andrea L. ThomazCynthia Breazeal ; ,152,,,,National Conference on Artificial Intelligence,Robot learning=0.70112 ; Computer science=0.44971 ; Artificial intelligence=0.45692 ; Robot=0.47572 ; Error-driven learning=0.0 ; Machine learning=0.45441 ; Reinforcement learning=0.63771 ; ,2006,C,ML,ml
86,86,86,86,1713.0,A personal learning apprentice,Lisa DentJesus Boticario ; John McDermott ; Tom Mitchell ; David Zabowski ; ,150,,,,National Conference on Artificial Intelligence,Apprenticeship=0.464 ; Computer science=0.43829 ; Knowledge management=0.4622 ; Office automation=0.51809 ; ,1992,C,None,ml
87,87,87,87,1755.0,Identifying and eliminating mislabeled training instances,Carla E. BrodleyMark A. Friedl ; ,190,,,,National Conference on Artificial Intelligence,Training set=0.0 ; Decision tree=0.48916 ; Computer science=0.43605 ; Effective method=0.43113 ; Filter (signal processing)=0.52089 ; Vegetation classification=0.43068 ; Artificial intelligence=0.0 ; Sampling (statistics)=0.45345 ; Cross-validation=0.5213 ; Land cover=0.46619 ; Machine learning=0.46686 ; ,1996,C,ML,ml
88,88,88,88,1819.0,Resolving goal conflicts via negotiation,Katia Sycara,166,,,,National Conference on Artificial Intelligence,Convergence (routing)=0.40009 ; Computer science=0.44458 ; Conflict resolution=0.5444 ; Labor disputes=0.48858 ; Compromise=0.52263 ; Management science=0.45916 ; Negotiation=0.51538 ; ,1988,C,None,ml
89,89,89,89,1822.0,Tabu search for SAT,Bertrand MazureLakhdar Saïs ; Éric Grégoire ; ,116,,,,National Conference on Artificial Intelligence,Mathematical optimization=0.44431 ; Guided Local Search=0.68207 ; Computer science=0.42748 ; Random walk=0.47649 ; Stochastic process=0.46697 ; Local search (optimization)=0.58734 ; Tabu search=0.71083 ; ,1997,C,None,mo
90,90,90,90,1837.0,Hierarchical A *: searching abstraction hierarchies efficiently,Robert C. HolteM. B. Perez ; R. M. Zimmer ; A. J. MacDonald ; ,100,,,,National Conference on Artificial Intelligence,Incremental heuristic search=0.63807 ; Heuristic=0.53797 ; Computer science=0.46276 ; Beam search=0.64795 ; Theoretical computer science=0.47197 ; State space search=0.63492 ; Artificial intelligence=0.45965 ; Homomorphism=0.52001 ; Combinatorial search=0.60946 ; State space=0.5721 ; Abstract space=0.54468 ; Machine learning=0.44822 ; ,1996,C,AI,mo
91,91,91,91,1871.0,Asynchronous Distributed ADMM for Consensus Optimization,Ruiliang ZhangJames Kwok ; ,199,,,,International Conference on Machine Learning,Convergence (routing)=0.48861 ; Computer science=0.42987 ; Artificial intelligence=0.0 ; Rate of convergence=0.51012 ; Optimization algorithm=0.0 ; Optimization problem=0.54714 ; Asynchronous communication=0.51365 ; Asynchrony=0.0 ; Mathematical optimization=0.45524 ; Bounded delay=0.0 ; Algorithm=0.45641 ; Big data=0.42007 ; Machine learning=0.42389 ; ,2014,A,ML,mo
92,92,92,92,1882.0,Composite objective mirror descent,John C. DuchiShai Shalev-Shwartz ; Yoram Singer ; Ambuj Tewari ; ,199,,,,Conference on Learning Theory,Gradient method=0.64721 ; Mathematical optimization=0.46854 ; Stochastic optimization=0.62529 ; Computer science=0.42185 ; Regularization (mathematics)=0.52312 ; Convex optimization=0.59585 ; ,2010,A,None,mo
93,93,93,93,1886.0,Maintaining diversity in genetic search,Michael L. Mauldin,119,,,,National Conference on Artificial Intelligence,Convergence (routing)=0.44475 ; Gene pool=0.50695 ; Mathematical optimization=0.42777 ; Function space=0.40812 ; Premature convergence=0.68889 ; Genetic diversity=0.48971 ; Computer science=0.41629 ; Retard=0.46446 ; Artificial intelligence=0.0 ; Adaptive algorithm=0.51275 ; Quality control and genetic algorithms=0.61947 ; Machine learning=0.42681 ; ,1984,C,ML,mo
94,94,94,94,1968.0,GPstuff: Bayesian modeling with Gaussian processes,Jarno VanhataloJaakko Riihimäki ; Jouni Hartikainen ; Pasi Jylänki ; Ville Tolvanen ; Aki Vehtari ; ,128,,,,Journal of Machine Learning Research,Variable-order Bayesian network=0.6132 ; Frequentist inference=0.65115 ; Bayesian inference=0.61367 ; Pattern recognition=0.44109 ; Inference=0.5902 ; Computer science=0.43245 ; Bayesian linear regression=0.58877 ; Bayes factor=0.57244 ; Artificial intelligence=0.0 ; Gaussian process=0.5613 ; Bayesian statistics=0.62994 ; Machine learning=0.45517 ; ,2013,A,ML,mo
95,95,95,95,1990.0,Simulated annealing based influence maximization in social networks,Qingye JiangGuojie Song ; Gao Cong ; Yu Wang ; Wenjun Si ; Kunqing Xie ; ,101,,,,National Conference on Artificial Intelligence,Simulated annealing=0.58599 ; Maximum coverage problem=0.62287 ; Mathematical optimization=0.46453 ; Heuristic=0.52139 ; Computer science=0.43064 ; Adaptive simulated annealing=0.61716 ; Greedy algorithm=0.69223 ; Artificial intelligence=0.0 ; Greedy randomized adaptive search procedure=0.65494 ; Machine learning=0.43941 ; Maximization=0.54114 ; Speedup=0.47856 ; ,2011,C,ML,mo
96,96,96,96,2003.0,Composite Quantization for Approximate Nearest Neighbor Search,Ting ZhangChao Du ; Jingdong Wang ; ,132,,,,International Conference on Machine Learning,Fixed-radius near neighbors=0.60485 ; Short Code=0.52662 ; Pattern recognition=0.45237 ; Computer science=0.42401 ; Best bin first=0.66277 ; Coding (social sciences)=0.43168 ; Artificial intelligence=0.0 ; Quantization (signal processing)=0.5376 ; Machine learning=0.4354 ; Nearest neighbor search=0.67668 ; ,2014,A,ML,ml
97,97,97,97,2005.0,SUNNY: a new algorithm for trust inference in social networks using probabilistic confidence models,Ugur KuterJennifer Golbeck ; ,182,,,,National Conference on Artificial Intelligence,Data mining=0.47279 ; Social network=0.43585 ; Computer science=0.46359 ; Inference=0.54561 ; Filter (signal processing)=0.4457 ; Algorithm=0.44978 ; Artificial intelligence=0.0 ; Sampling (statistics)=0.47776 ; Probabilistic logic=0.55859 ; Machine learning=0.47611 ; Computing systems=0.0 ; ,2007,C,ML,ml
98,98,98,98,2019.0,Towards an understanding of hill-climbing procedures for SAT,Ian P. GentToby Walsh ; ,184,,,,National Conference on Artificial Intelligence,Hill climbing=0.57919 ; Computer science=0.43957 ; Satisfiability=0.49751 ; Artificial intelligence=0.44751 ; Conjecture=0.45479 ; Randomness=0.48661 ; ,1993,C,AI,mo
99,99,99,99,2057.0,Unsupervised feature selection using nonnegative spectral analysis,Zechao LiYi Yang ; Jing Liu ; Xiaofang Zhou ; Hanqing Lu ; ,236,,,,National Conference on Artificial Intelligence,Spectral clustering=0.53077 ; Feature selection=0.61965 ; Pattern recognition=0.47969 ; Computer science=0.43524 ; Feature (computer vision)=0.60216 ; Iterative method=0.47951 ; Minification=0.46186 ; Artificial intelligence=0.0 ; Cluster analysis=0.54074 ; Discriminative model=0.56661 ; Machine learning=0.46603 ; Feature learning=0.61854 ; ,2012,C,ML,ml
100,100,100,100,2086.0,Large-scale map-making,Kurt Konolige,131,,,,National Conference on Artificial Intelligence,Scale (map)=0.52314 ; Graph=0.0 ; Abstraction=0.44925 ; Computer science=0.45818 ; Theoretical computer science=0.47225 ; Pose=0.52319 ; Artificial intelligence=0.0 ; Mapping algorithm=0.0 ; Time complexity=0.52379 ; Machine learning=0.4589 ; Computation=0.51303 ; ,2004,C,ML,ml
101,101,101,101,2125.0,A complexity analysis of cooperative mechanisms in reinforcement learning,Steven D. Whitehead,126,,,,National Conference on Artificial Intelligence,Decision problem=0.52581 ; Intelligent agent=0.48581 ; Optimal decision=0.52328 ; Computer science=0.45733 ; A priori and a posteriori=0.48527 ; Artificial intelligence=0.46485 ; Time complexity=0.56899 ; State space=0.55858 ; Machine learning=0.46319 ; Reinforcement learning=0.61073 ; Learning classifier system=0.60244 ; ,1991,C,ML,ml
